title,price,rating,availability,book_url,book_image
"Mother, Can You Not?",Â£16.89,Five,In stock,http://books.toscrape.com/catalogue/mother-can-you-not_599/index.html,"image_scrap/Mother, Can You Not?.jpg"
M Train,Â£27.18,One,In stock,http://books.toscrape.com/catalogue/m-train_598/index.html,image_scrap/M Train.jpg
Lilac Girls,Â£17.28,Two,In stock,http://books.toscrape.com/catalogue/lilac-girls_597/index.html,image_scrap/Lilac Girls.jpg
Lies and Other Acts of Love,Â£45.14,One,In stock,http://books.toscrape.com/catalogue/lies-and-other-acts-of-love_596/index.html,image_scrap/Lies and Other Acts of Love.jpg
Lab Girl,Â£40.85,One,In stock,http://books.toscrape.com/catalogue/lab-girl_595/index.html,image_scrap/Lab Girl.jpg
Keep Me Posted,Â£20.46,Four,In stock,http://books.toscrape.com/catalogue/keep-me-posted_594/index.html,image_scrap/Keep Me Posted.jpg
It Didn't Start with You: How Inherited Family Trauma Shapes Who We Are and How to End the Cycle,Â£56.27,Three,In stock,http://books.toscrape.com/catalogue/it-didnt-start-with-you-how-inherited-family-trauma-shapes-who-we-are-and-how-to-end-the-cycle_593/index.html,image_scrap/It Didn't Start with You_ How Inherited Family Tra.jpg
Grey (Fifty Shades #4),Â£48.49,Four,In stock,http://books.toscrape.com/catalogue/grey-fifty-shades-4_592/index.html,image_scrap/Grey (Fifty Shades #4).jpg
"Exit, Pursued by a Bear",Â£51.34,Four,In stock,http://books.toscrape.com/catalogue/exit-pursued-by-a-bear_591/index.html,"image_scrap/Exit, Pursued by a Bear.jpg"
Daredevils,Â£16.34,Three,In stock,http://books.toscrape.com/catalogue/daredevils_590/index.html,image_scrap/Daredevils.jpg
Cravings: Recipes for What You Want to Eat,Â£20.50,Three,In stock,http://books.toscrape.com/catalogue/cravings-recipes-for-what-you-want-to-eat_589/index.html,image_scrap/Cravings_ Recipes for What You Want to Eat.jpg
Born for This: How to Find the Work You Were Meant to Do,Â£21.59,Five,In stock,http://books.toscrape.com/catalogue/born-for-this-how-to-find-the-work-you-were-meant-to-do_588/index.html,image_scrap/Born for This_ How to Find the Work You Were Meant.jpg
Arena,Â£21.36,Four,In stock,http://books.toscrape.com/catalogue/arena_587/index.html,image_scrap/Arena.jpg
Adultery,Â£20.88,Five,In stock,http://books.toscrape.com/catalogue/adultery_586/index.html,image_scrap/Adultery.jpg
A Mother's Reckoning: Living in the Aftermath of Tragedy,Â£19.53,Three,In stock,http://books.toscrape.com/catalogue/a-mothers-reckoning-living-in-the-aftermath-of-tragedy_585/index.html,image_scrap/A Mother's Reckoning_ Living in the Aftermath of T.jpg
A Gentleman's Position (Society of Gentlemen #3),Â£14.75,Five,In stock,http://books.toscrape.com/catalogue/a-gentlemans-position-society-of-gentlemen-3_584/index.html,image_scrap/A Gentleman's Position (Society of Gentlemen #3).jpg
11/22/63,Â£48.48,Three,In stock,http://books.toscrape.com/catalogue/112263_583/index.html,image_scrap/11_22_63.jpg
"10% Happier: How I Tamed the Voice in My Head, Reduced Stress Without Losing My Edge, and Found Self-Help That Actually Works",Â£24.57,Two,In stock,http://books.toscrape.com/catalogue/10-happier-how-i-tamed-the-voice-in-my-head-reduced-stress-without-losing-my-edge-and-found-self-help-that-actually-works_582/index.html,"image_scrap/10% Happier_ How I Tamed the Voice in My Head, Red.jpg"
10-Day Green Smoothie Cleanse: Lose Up to 15 Pounds in 10 Days!,Â£49.71,Five,In stock,http://books.toscrape.com/catalogue/10-day-green-smoothie-cleanse-lose-up-to-15-pounds-in-10-days_581/index.html,image_scrap/10-Day Green Smoothie Cleanse_ Lose Up to 15 Pound.jpg
Without Shame,Â£48.27,Five,In stock,http://books.toscrape.com/catalogue/without-shame_580/index.html,image_scrap/Without Shame.jpg
Watchmen,Â£58.05,Four,In stock,http://books.toscrape.com/catalogue/watchmen_579/index.html,image_scrap/Watchmen.jpg
Unlimited Intuition Now,Â£58.87,Four,In stock,http://books.toscrape.com/catalogue/unlimited-intuition-now_578/index.html,image_scrap/Unlimited Intuition Now.jpg
Underlying Notes,Â£11.82,Two,In stock,http://books.toscrape.com/catalogue/underlying-notes_577/index.html,image_scrap/Underlying Notes.jpg
The Shack,Â£28.03,One,In stock,http://books.toscrape.com/catalogue/the-shack_576/index.html,image_scrap/The Shack.jpg
The New Brand You: Your New Image Makes the Sale for You,Â£44.05,Five,In stock,http://books.toscrape.com/catalogue/the-new-brand-you-your-new-image-makes-the-sale-for-you_575/index.html,image_scrap/The New Brand You_ Your New Image Makes the Sale f.jpg
"The Moosewood Cookbook: Recipes from Moosewood Restaurant, Ithaca, New York",Â£12.34,Four,In stock,http://books.toscrape.com/catalogue/the-moosewood-cookbook-recipes-from-moosewood-restaurant-ithaca-new-york_574/index.html,image_scrap/The Moosewood Cookbook_ Recipes from Moosewood Res.jpg
The Flowers Lied,Â£16.68,Two,In stock,http://books.toscrape.com/catalogue/the-flowers-lied_573/index.html,image_scrap/The Flowers Lied.jpg
"The Fabric of the Cosmos: Space, Time, and the Texture of Reality",Â£55.91,One,In stock,http://books.toscrape.com/catalogue/the-fabric-of-the-cosmos-space-time-and-the-texture-of-reality_572/index.html,"image_scrap/The Fabric of the Cosmos_ Space, Time, and the Tex.jpg"
The Book of Mormon,Â£24.57,Three,In stock,http://books.toscrape.com/catalogue/the-book-of-mormon_571/index.html,image_scrap/The Book of Mormon.jpg
The Art and Science of Low Carbohydrate Living,Â£52.98,Five,In stock,http://books.toscrape.com/catalogue/the-art-and-science-of-low-carbohydrate-living_570/index.html,image_scrap/The Art and Science of Low Carbohydrate Living.jpg
The Alien Club,Â£54.40,One,In stock,http://books.toscrape.com/catalogue/the-alien-club_569/index.html,image_scrap/The Alien Club.jpg
Suzie Snowflake: One beautiful flake (a self-esteem story),Â£54.81,Five,In stock,http://books.toscrape.com/catalogue/suzie-snowflake-one-beautiful-flake-a-self-esteem-story_568/index.html,image_scrap/Suzie Snowflake_ One beautiful flake (a self-estee.jpg
Nap-a-Roo,Â£25.08,One,In stock,http://books.toscrape.com/catalogue/nap-a-roo_567/index.html,image_scrap/Nap-a-Roo.jpg
"NaNo What Now? Finding your editing process, revising your NaNoWriMo book and building a writing career through publishing and beyond",Â£10.41,Four,In stock,http://books.toscrape.com/catalogue/nano-what-now-finding-your-editing-process-revising-your-nanowrimo-book-and-building-a-writing-career-through-publishing-and-beyond_566/index.html,"image_scrap/NaNo What Now? Finding your editing process, revis.jpg"
Modern Day Fables,Â£47.44,Two,In stock,http://books.toscrape.com/catalogue/modern-day-fables_565/index.html,image_scrap/Modern Day Fables.jpg
If I Gave You God's Phone Number....: Searching for Spirituality in America,Â£20.91,One,In stock,http://books.toscrape.com/catalogue/if-i-gave-you-gods-phone-number-searching-for-spirituality-in-america_564/index.html,image_scrap/If I Gave You God's Phone Number...._ Searching fo.jpg
"Fruits Basket, Vol. 9 (Fruits Basket #9)",Â£33.95,Four,In stock,http://books.toscrape.com/catalogue/fruits-basket-vol-9-fruits-basket-9_563/index.html,"image_scrap/Fruits Basket, Vol. 9 (Fruits Basket #9).jpg"
Dress Your Family in Corduroy and Denim,Â£43.68,Three,In stock,http://books.toscrape.com/catalogue/dress-your-family-in-corduroy-and-denim_562/index.html,image_scrap/Dress Your Family in Corduroy and Denim.jpg
Don't Forget Steven,Â£33.23,One,In stock,http://books.toscrape.com/catalogue/dont-forget-steven_561/index.html,image_scrap/Don't Forget Steven.jpg
Chernobyl 01:23:40: The Incredible True Story of the World's Worst Nuclear Disaster,Â£35.92,Two,In stock,http://books.toscrape.com/catalogue/chernobyl-012340-the-incredible-true-story-of-the-worlds-worst-nuclear-disaster_560/index.html,image_scrap/Chernobyl 01_23_40_ The Incredible True Story of t.jpg
Art and Fear: Observations on the Perils (and Rewards) of Artmaking,Â£48.63,Four,In stock,http://books.toscrape.com/catalogue/art-and-fear-observations-on-the-perils-and-rewards-of-artmaking_559/index.html,image_scrap/Art and Fear_ Observations on the Perils (and Rewa.jpg
A Shard of Ice (The Black Symphony Saga #1),Â£56.63,Three,In stock,http://books.toscrape.com/catalogue/a-shard-of-ice-the-black-symphony-saga-1_558/index.html,image_scrap/A Shard of Ice (The Black Symphony Saga #1).jpg
A Hero's Curse (The Unseen Chronicles #1),Â£50.49,Three,In stock,http://books.toscrape.com/catalogue/a-heros-curse-the-unseen-chronicles-1_557/index.html,image_scrap/A Hero's Curse (The Unseen Chronicles #1).jpg
23 Degrees South: A Tropical Tale of Changing Whether...,Â£35.79,Two,In stock,http://books.toscrape.com/catalogue/23-degrees-south-a-tropical-tale-of-changing-whether_556/index.html,image_scrap/23 Degrees South_ A Tropical Tale of Changing Whet.jpg
"Zero to One: Notes on Startups, or How to Build the Future",Â£34.06,Three,In stock,http://books.toscrape.com/catalogue/zero-to-one-notes-on-startups-or-how-to-build-the-future_555/index.html,"image_scrap/Zero to One_ Notes on Startups, or How to Build th.jpg"
Why Not Me?,Â£17.76,One,In stock,http://books.toscrape.com/catalogue/why-not-me_554/index.html,image_scrap/Why Not Me?.jpg
When Breath Becomes Air,Â£39.36,Two,In stock,http://books.toscrape.com/catalogue/when-breath-becomes-air_553/index.html,image_scrap/When Breath Becomes Air.jpg
Vagabonding: An Uncommon Guide to the Art of Long-Term World Travel,Â£36.94,Two,In stock,http://books.toscrape.com/catalogue/vagabonding-an-uncommon-guide-to-the-art-of-long-term-world-travel_552/index.html,image_scrap/Vagabonding_ An Uncommon Guide to the Art of Long-.jpg
The Unlikely Pilgrimage of Harold Fry (Harold Fry #1),Â£43.62,Five,In stock,http://books.toscrape.com/catalogue/the-unlikely-pilgrimage-of-harold-fry-harold-fry-1_551/index.html,image_scrap/The Unlikely Pilgrimage of Harold Fry (Harold Fry .jpg
The New Drawing on the Right Side of the Brain,Â£43.02,Three,In stock,http://books.toscrape.com/catalogue/the-new-drawing-on-the-right-side-of-the-brain_550/index.html,image_scrap/The New Drawing on the Right Side of the Brain.jpg
"The Midnight Assassin: Panic, Scandal, and the Hunt for America's First Serial Killer",Â£28.45,Four,In stock,http://books.toscrape.com/catalogue/the-midnight-assassin-panic-scandal-and-the-hunt-for-americas-first-serial-killer_549/index.html,"image_scrap/The Midnight Assassin_ Panic, Scandal, and the Hun.jpg"
The Martian (The Martian #1),Â£41.39,Two,In stock,http://books.toscrape.com/catalogue/the-martian-the-martian-1_548/index.html,image_scrap/The Martian (The Martian #1).jpg
The High Mountains of Portugal,Â£51.15,One,In stock,http://books.toscrape.com/catalogue/the-high-mountains-of-portugal_547/index.html,image_scrap/The High Mountains of Portugal.jpg
The Grownup,Â£35.88,One,In stock,http://books.toscrape.com/catalogue/the-grownup_546/index.html,image_scrap/The Grownup.jpg
The E-Myth Revisited: Why Most Small Businesses Don't Work and What to Do About It,Â£36.91,One,In stock,http://books.toscrape.com/catalogue/the-e-myth-revisited-why-most-small-businesses-dont-work-and-what-to-do-about-it_545/index.html,image_scrap/The E-Myth Revisited_ Why Most Small Businesses Do.jpg
South of Sunshine,Â£28.93,One,In stock,http://books.toscrape.com/catalogue/south-of-sunshine_544/index.html,image_scrap/South of Sunshine.jpg
Smarter Faster Better: The Secrets of Being Productive in Life and Business,Â£38.89,Five,In stock,http://books.toscrape.com/catalogue/smarter-faster-better-the-secrets-of-being-productive-in-life-and-business_543/index.html,image_scrap/Smarter Faster Better_ The Secrets of Being Produc.jpg
Silence in the Dark (Logan Point #4),Â£58.33,Three,In stock,http://books.toscrape.com/catalogue/silence-in-the-dark-logan-point-4_542/index.html,image_scrap/Silence in the Dark (Logan Point #4).jpg
Shadows of the Past (Logan Point #1),Â£39.67,Five,In stock,http://books.toscrape.com/catalogue/shadows-of-the-past-logan-point-1_541/index.html,image_scrap/Shadows of the Past (Logan Point #1).jpg
Roller Girl,Â£14.10,Five,In stock,http://books.toscrape.com/catalogue/roller-girl_540/index.html,image_scrap/Roller Girl.jpg
Rising Strong,Â£21.82,Three,In stock,http://books.toscrape.com/catalogue/rising-strong_539/index.html,image_scrap/Rising Strong.jpg
Proofs of God: Classical Arguments from Tertullian to Barth,Â£54.21,One,In stock,http://books.toscrape.com/catalogue/proofs-of-god-classical-arguments-from-tertullian-to-barth_538/index.html,image_scrap/Proofs of God_ Classical Arguments from Tertullian.jpg
Please Kill Me: The Uncensored Oral History of Punk,Â£31.19,Four,In stock,http://books.toscrape.com/catalogue/please-kill-me-the-uncensored-oral-history-of-punk_537/index.html,image_scrap/Please Kill Me_ The Uncensored Oral History of Pun.jpg
Out of Print: City Lights Spotlight No. 14,Â£53.64,Five,In stock,http://books.toscrape.com/catalogue/out-of-print-city-lights-spotlight-no-14_536/index.html,image_scrap/Out of Print_ City Lights Spotlight No. 14.jpg
My Life Next Door (My Life Next Door ),Â£36.39,Five,In stock,http://books.toscrape.com/catalogue/my-life-next-door-my-life-next-door_535/index.html,image_scrap/My Life Next Door (My Life Next Door ).jpg
Miller's Valley,Â£58.54,Two,In stock,http://books.toscrape.com/catalogue/millers-valley_534/index.html,image_scrap/Miller's Valley.jpg
Man's Search for Meaning,Â£29.48,Three,In stock,http://books.toscrape.com/catalogue/mans-search-for-meaning_533/index.html,image_scrap/Man's Search for Meaning.jpg
"Love That Boy: What Two Presidents, Eight Road Trips, and My Son Taught Me About a Parent's Expectations",Â£25.06,Two,In stock,http://books.toscrape.com/catalogue/love-that-boy-what-two-presidents-eight-road-trips-and-my-son-taught-me-about-a-parents-expectations_532/index.html,"image_scrap/Love That Boy_ What Two Presidents, Eight Road Tri.jpg"
Living Forward: A Proven Plan to Stop Drifting and Get the Life You Want,Â£12.55,Three,In stock,http://books.toscrape.com/catalogue/living-forward-a-proven-plan-to-stop-drifting-and-get-the-life-you-want_531/index.html,image_scrap/Living Forward_ A Proven Plan to Stop Drifting and.jpg
Les Fleurs du Mal,Â£29.04,Five,In stock,http://books.toscrape.com/catalogue/les-fleurs-du-mal_530/index.html,image_scrap/Les Fleurs du Mal.jpg
Left Behind (Left Behind #1),Â£40.72,Two,In stock,http://books.toscrape.com/catalogue/left-behind-left-behind-1_529/index.html,image_scrap/Left Behind (Left Behind #1).jpg
Kill 'Em and Leave: Searching for James Brown and the American Soul,Â£45.05,Five,In stock,http://books.toscrape.com/catalogue/kill-em-and-leave-searching-for-james-brown-and-the-american-soul_528/index.html,image_scrap/Kill 'Em and Leave_ Searching for James Brown and .jpg
Kierkegaard: A Christian Missionary to Christians,Â£47.13,One,In stock,http://books.toscrape.com/catalogue/kierkegaard-a-christian-missionary-to-christians_527/index.html,image_scrap/Kierkegaard_ A Christian Missionary to Christians.jpg
John Vassos: Industrial Design for Modern Life,Â£20.22,Four,In stock,http://books.toscrape.com/catalogue/john-vassos-industrial-design-for-modern-life_526/index.html,image_scrap/John Vassos_ Industrial Design for Modern Life.jpg
I'll Give You the Sun,Â£56.48,One,In stock,http://books.toscrape.com/catalogue/ill-give-you-the-sun_525/index.html,image_scrap/I'll Give You the Sun.jpg
I Will Find You,Â£44.21,One,In stock,http://books.toscrape.com/catalogue/i-will-find-you_524/index.html,image_scrap/I Will Find You.jpg
Hystopia: A Novel,Â£21.96,Four,In stock,http://books.toscrape.com/catalogue/hystopia-a-novel_523/index.html,image_scrap/Hystopia_ A Novel.jpg
Howl and Other Poems,Â£40.45,Two,In stock,http://books.toscrape.com/catalogue/howl-and-other-poems_522/index.html,image_scrap/Howl and Other Poems.jpg
History of Beauty,Â£10.29,Four,In stock,http://books.toscrape.com/catalogue/history-of-beauty_521/index.html,image_scrap/History of Beauty.jpg
Heaven is for Real: A Little Boy's Astounding Story of His Trip to Heaven and Back,Â£52.86,Two,In stock,http://books.toscrape.com/catalogue/heaven-is-for-real-a-little-boys-astounding-story-of-his-trip-to-heaven-and-back_520/index.html,image_scrap/Heaven is for Real_ A Little Boy's Astounding Stor.jpg
Future Shock (Future Shock #1),Â£55.65,Five,In stock,http://books.toscrape.com/catalogue/future-shock-future-shock-1_519/index.html,image_scrap/Future Shock (Future Shock #1).jpg
Ender's Game (The Ender Quintet #1),Â£43.64,One,In stock,http://books.toscrape.com/catalogue/enders-game-the-ender-quintet-1_518/index.html,image_scrap/Ender's Game (The Ender Quintet #1).jpg
Diary of a Citizen Scientist: Chasing Tiger Beetles and Other New Ways of Engaging the World,Â£28.41,One,In stock,http://books.toscrape.com/catalogue/diary-of-a-citizen-scientist-chasing-tiger-beetles-and-other-new-ways-of-engaging-the-world_517/index.html,image_scrap/Diary of a Citizen Scientist_ Chasing Tiger Beetle.jpg
Death by Leisure: A Cautionary Tale,Â£37.51,Four,In stock,http://books.toscrape.com/catalogue/death-by-leisure-a-cautionary-tale_516/index.html,image_scrap/Death by Leisure_ A Cautionary Tale.jpg
Brilliant Beacons: A History of the American Lighthouse,Â£11.45,Three,In stock,http://books.toscrape.com/catalogue/brilliant-beacons-a-history-of-the-american-lighthouse_515/index.html,image_scrap/Brilliant Beacons_ A History of the American Light.jpg
Brazen: The Courage to Find the You That's Been Hiding,Â£19.22,Two,In stock,http://books.toscrape.com/catalogue/brazen-the-courage-to-find-the-you-thats-been-hiding_514/index.html,image_scrap/Brazen_ The Courage to Find the You That's Been Hi.jpg
Between the World and Me,Â£56.91,Four,In stock,http://books.toscrape.com/catalogue/between-the-world-and-me_513/index.html,image_scrap/Between the World and Me.jpg
Being Mortal: Medicine and What Matters in the End,Â£55.06,Four,In stock,http://books.toscrape.com/catalogue/being-mortal-medicine-and-what-matters-in-the-end_512/index.html,image_scrap/Being Mortal_ Medicine and What Matters in the End.jpg
"A Murder Over a Girl: Justice, Gender, Junior High",Â£13.20,Three,In stock,http://books.toscrape.com/catalogue/a-murder-over-a-girl-justice-gender-junior-high_511/index.html,"image_scrap/A Murder Over a Girl_ Justice, Gender, Junior High.jpg"
32 Yolks,Â£53.63,Two,In stock,http://books.toscrape.com/catalogue/32-yolks_510/index.html,image_scrap/32 Yolks.jpg
"""Most Blessed of the Patriarchs"": Thomas Jefferson and the Empire of the Imagination",Â£44.48,Five,In stock,http://books.toscrape.com/catalogue/most-blessed-of-the-patriarchs-thomas-jefferson-and-the-empire-of-the-imagination_509/index.html,"image_scrap/""Most Blessed of the Patriarchs""_ Thomas Jefferson.jpg"
You Are a Badass: How to Stop Doubting Your Greatness and Start Living an Awesome Life,Â£12.08,Three,In stock,http://books.toscrape.com/catalogue/you-are-a-badass-how-to-stop-doubting-your-greatness-and-start-living-an-awesome-life_508/index.html,image_scrap/You Are a Badass_ How to Stop Doubting Your Greatn.jpg
Wildlife of New York: A Five-Borough Coloring Book,Â£22.14,Two,In stock,http://books.toscrape.com/catalogue/wildlife-of-new-york-a-five-borough-coloring-book_507/index.html,image_scrap/Wildlife of New York_ A Five-Borough Coloring Book.jpg
What Happened on Beale Street (Secrets of the South Mysteries #2),Â£25.37,Five,In stock,http://books.toscrape.com/catalogue/what-happened-on-beale-street-secrets-of-the-south-mysteries-2_506/index.html,image_scrap/What Happened on Beale Street (Secrets of the Sout.jpg
Unreasonable Hope: Finding Faith in the God Who Brings Purpose to Your Pain,Â£46.33,Two,In stock,http://books.toscrape.com/catalogue/unreasonable-hope-finding-faith-in-the-god-who-brings-purpose-to-your-pain_505/index.html,image_scrap/Unreasonable Hope_ Finding Faith in the God Who Br.jpg
Under the Tuscan Sun,Â£37.33,Three,In stock,http://books.toscrape.com/catalogue/under-the-tuscan-sun_504/index.html,image_scrap/Under the Tuscan Sun.jpg
Toddlers Are A**holes: It's Not Your Fault,Â£25.55,One,In stock,http://books.toscrape.com/catalogue/toddlers-are-aholes-its-not-your-fault_503/index.html,image_scrap/Toddlers Are A**holes_ It's Not Your Fault.jpg
The Year of Living Biblically: One Man's Humble Quest to Follow the Bible as Literally as Possible,Â£34.72,One,In stock,http://books.toscrape.com/catalogue/the-year-of-living-biblically-one-mans-humble-quest-to-follow-the-bible-as-literally-as-possible_502/index.html,image_scrap/The Year of Living Biblically_ One Man's Humble Qu.jpg
The Whale,Â£35.96,Four,In stock,http://books.toscrape.com/catalogue/the-whale_501/index.html,image_scrap/The Whale.jpg
The Story of Art,Â£41.14,Four,In stock,http://books.toscrape.com/catalogue/the-story-of-art_500/index.html,image_scrap/The Story of Art.jpg
The Origin of Species,Â£10.01,Four,In stock,http://books.toscrape.com/catalogue/the-origin-of-species_499/index.html,image_scrap/The Origin of Species.jpg
The Great Gatsby,Â£36.05,Four,In stock,http://books.toscrape.com/catalogue/the-great-gatsby_498/index.html,image_scrap/The Great Gatsby.jpg
The Good Girl,Â£49.03,Three,In stock,http://books.toscrape.com/catalogue/the-good-girl_497/index.html,image_scrap/The Good Girl.jpg
The Glass Castle,Â£16.24,One,In stock,http://books.toscrape.com/catalogue/the-glass-castle_496/index.html,image_scrap/The Glass Castle.jpg
The Faith of Christopher Hitchens: The Restless Soul of the World's Most Notorious Atheist,Â£39.55,One,In stock,http://books.toscrape.com/catalogue/the-faith-of-christopher-hitchens-the-restless-soul-of-the-worlds-most-notorious-atheist_495/index.html,image_scrap/The Faith of Christopher Hitchens_ The Restless So.jpg
The Drowning Girls,Â£35.67,Three,In stock,http://books.toscrape.com/catalogue/the-drowning-girls_494/index.html,image_scrap/The Drowning Girls.jpg
The Constant Princess (The Tudor Court #1),Â£16.62,Three,In stock,http://books.toscrape.com/catalogue/the-constant-princess-the-tudor-court-1_493/index.html,image_scrap/The Constant Princess (The Tudor Court #1).jpg
The Bourne Identity (Jason Bourne #1),Â£42.78,Four,In stock,http://books.toscrape.com/catalogue/the-bourne-identity-jason-bourne-1_492/index.html,image_scrap/The Bourne Identity (Jason Bourne #1).jpg
The Bachelor Girl's Guide to Murder (Herringford and Watts Mysteries #1),Â£52.30,Five,In stock,http://books.toscrape.com/catalogue/the-bachelor-girls-guide-to-murder-herringford-and-watts-mysteries-1_491/index.html,image_scrap/The Bachelor Girl's Guide to Murder (Herringford a.jpg
The Art Book,Â£32.34,Two,In stock,http://books.toscrape.com/catalogue/the-art-book_490/index.html,image_scrap/The Art Book.jpg
The 7 Habits of Highly Effective People: Powerful Lessons in Personal Change,Â£33.17,Four,In stock,http://books.toscrape.com/catalogue/the-7-habits-of-highly-effective-people-powerful-lessons-in-personal-change_489/index.html,image_scrap/The 7 Habits of Highly Effective People_ Powerful .jpg
Team of Rivals: The Political Genius of Abraham Lincoln,Â£20.12,Five,In stock,http://books.toscrape.com/catalogue/team-of-rivals-the-political-genius-of-abraham-lincoln_488/index.html,image_scrap/Team of Rivals_ The Political Genius of Abraham Li.jpg
Steal Like an Artist: 10 Things Nobody Told You About Being Creative,Â£20.90,Two,In stock,http://books.toscrape.com/catalogue/steal-like-an-artist-10-things-nobody-told-you-about-being-creative_487/index.html,image_scrap/Steal Like an Artist_ 10 Things Nobody Told You Ab.jpg
"Sit, Stay, Love",Â£20.90,Three,In stock,http://books.toscrape.com/catalogue/sit-stay-love_486/index.html,"image_scrap/Sit, Stay, Love.jpg"
Sister Dear,Â£40.20,Four,In stock,http://books.toscrape.com/catalogue/sister-dear_485/index.html,image_scrap/Sister Dear.jpg
"Shrunken Treasures: Literary Classics, Short, Sweet, and Silly",Â£52.87,Three,In stock,http://books.toscrape.com/catalogue/shrunken-treasures-literary-classics-short-sweet-and-silly_484/index.html,"image_scrap/Shrunken Treasures_ Literary Classics, Short, Swee.jpg"
"Rich Dad, Poor Dad",Â£51.74,One,In stock,http://books.toscrape.com/catalogue/rich-dad-poor-dad_483/index.html,"image_scrap/Rich Dad, Poor Dad.jpg"
Raymie Nightingale,Â£34.41,Two,In stock,http://books.toscrape.com/catalogue/raymie-nightingale_482/index.html,image_scrap/Raymie Nightingale.jpg
Playing from the Heart,Â£32.38,One,In stock,http://books.toscrape.com/catalogue/playing-from-the-heart_481/index.html,image_scrap/Playing from the Heart.jpg
Nightstruck: A Novel,Â£50.35,Four,In stock,http://books.toscrape.com/catalogue/nightstruck-a-novel_480/index.html,image_scrap/Nightstruck_ A Novel.jpg
"Naturally Lean: 125 Nourishing Gluten-Free, Plant-Based Recipes--All Under 300 Calories",Â£11.38,Five,In stock,http://books.toscrape.com/catalogue/naturally-lean-125-nourishing-gluten-free-plant-based-recipes-all-under-300-calories_479/index.html,"image_scrap/Naturally Lean_ 125 Nourishing Gluten-Free, Plant-.jpg"
Meternity,Â£43.58,Three,In stock,http://books.toscrape.com/catalogue/meternity_478/index.html,image_scrap/Meternity.jpg
Memoirs of a Geisha,Â£49.67,Three,In stock,http://books.toscrape.com/catalogue/memoirs-of-a-geisha_477/index.html,image_scrap/Memoirs of a Geisha.jpg
Like Never Before (Walker Family #2),Â£28.77,Two,In stock,http://books.toscrape.com/catalogue/like-never-before-walker-family-2_476/index.html,image_scrap/Like Never Before (Walker Family #2).jpg
Life of Pi,Â£13.22,Four,In stock,http://books.toscrape.com/catalogue/life-of-pi_475/index.html,image_scrap/Life of Pi.jpg
Leave This Song Behind: Teen Poetry at Its Best,Â£51.17,Five,In stock,http://books.toscrape.com/catalogue/leave-this-song-behind-teen-poetry-at-its-best_474/index.html,image_scrap/Leave This Song Behind_ Teen Poetry at Its Best.jpg
King's Folly (The Kinsman Chronicles #1),Â£39.61,Five,In stock,http://books.toscrape.com/catalogue/kings-folly-the-kinsman-chronicles-1_473/index.html,image_scrap/King's Folly (The Kinsman Chronicles #1).jpg
John Adams,Â£57.43,Four,In stock,http://books.toscrape.com/catalogue/john-adams_472/index.html,image_scrap/John Adams.jpg
How to Cook Everything Vegetarian: Simple Meatless Recipes for Great Food (How to Cook Everything),Â£46.01,Four,In stock,http://books.toscrape.com/catalogue/how-to-cook-everything-vegetarian-simple-meatless-recipes-for-great-food-how-to-cook-everything_471/index.html,image_scrap/How to Cook Everything Vegetarian_ Simple Meatless.jpg
How to Be a Domestic Goddess: Baking and the Art of Comfort Cooking,Â£28.25,Two,In stock,http://books.toscrape.com/catalogue/how-to-be-a-domestic-goddess-baking-and-the-art-of-comfort-cooking_470/index.html,image_scrap/How to Be a Domestic Goddess_ Baking and the Art o.jpg
Good in Bed (Cannie Shapiro #1),Â£37.05,Five,In stock,http://books.toscrape.com/catalogue/good-in-bed-cannie-shapiro-1_469/index.html,image_scrap/Good in Bed (Cannie Shapiro #1).jpg
"Fruits Basket, Vol. 7 (Fruits Basket #7)",Â£19.57,One,In stock,http://books.toscrape.com/catalogue/fruits-basket-vol-7-fruits-basket-7_468/index.html,"image_scrap/Fruits Basket, Vol. 7 (Fruits Basket #7).jpg"
For the Love: Fighting for Grace in a World of Impossible Standards,Â£45.13,Three,In stock,http://books.toscrape.com/catalogue/for-the-love-fighting-for-grace-in-a-world-of-impossible-standards_467/index.html,image_scrap/For the Love_ Fighting for Grace in a World of Imp.jpg
Finding God in the Ruins: How God Redeems Pain,Â£46.64,Two,In stock,http://books.toscrape.com/catalogue/finding-god-in-the-ruins-how-god-redeems-pain_466/index.html,image_scrap/Finding God in the Ruins_ How God Redeems Pain.jpg
Every Heart a Doorway (Every Heart A Doorway #1),Â£12.16,Five,In stock,http://books.toscrape.com/catalogue/every-heart-a-doorway-every-heart-a-doorway-1_465/index.html,image_scrap/Every Heart a Doorway (Every Heart A Doorway #1).jpg
Delivering the Truth (Quaker Midwife Mystery #1),Â£20.89,Four,In stock,http://books.toscrape.com/catalogue/delivering-the-truth-quaker-midwife-mystery-1_464/index.html,image_scrap/Delivering the Truth (Quaker Midwife Mystery #1).jpg
Counted With the Stars (Out from Egypt #1),Â£17.97,Five,In stock,http://books.toscrape.com/catalogue/counted-with-the-stars-out-from-egypt-1_463/index.html,image_scrap/Counted With the Stars (Out from Egypt #1).jpg
"Chronicles, Vol. 1",Â£52.60,Two,In stock,http://books.toscrape.com/catalogue/chronicles-vol-1_462/index.html,"image_scrap/Chronicles, Vol. 1.jpg"
